alg,instance,cycle,budget,risk,fit,solution
HC,nrp1,24,50,0,1753.0,[--SSSS-SSSSS-S-SSS-S-S--S-SSS-SS-S--SS-S--S-SS-S---S-S--SSSSSSSSSS-SS--SS-SS-S-S--S-SSSSSS--S--S-S-S]
HC,nrp1,25,50,0,1690.0,[S-SSSSSS-S-S--SSSS-S-S--S--SS-SS-S---SSSS-SS-S-----S----SSSSSSSSSS--S-SSS-SS-S-SSSS-SSSS-------S-S-S]
HC,nrp1,26,50,0,1677.0,[S-SSSS-S-SSSS--SSS-S-S-----S--SSSS---S-S--SSS-S----SS---SS-SS-SSSS-SSSSSS-SS-S-S--SSSS-SSSS----S-S--]
HC,nrp1,27,50,0,1707.0,[--SSSS-S-SSS---SSS-SSS--S--S--SS-S---S-S--SS--S----S-S--SSSSS-SSSS-SSSSSS-SS-S-S--SSSSSS-SSS---S-SSS]
HC,nrp1,28,50,0,1716.0,[-S-SSS-S--SSS--SSS-S--S-S--SS-SSSS---S-S--SS--SS---SSS--S-S-SSSSSS-SSSSSS-SS-S-S--SSSS-S-S--S--S-SSS]
HC,nrp1,29,50,0,1736.0,[-SSSSS-SSSSS---SSS-S-SS-S-S---SS-S--SSSS--S---S----S-S--SSSSSS-SSS--SSSSS-SS-SSS--S-SSSS-SS-S--S-S-S]
ILS,nrp1,0,50,0,1827.0,[--SSSS-SSSS-SS-SSS-S-S--S-SS--SSSS--SS----S--SS----SS---SSSSSSSSSS-SS--SS-SSSS-S--SSSSSS-SS-S-SS-SSS]
ILS,nrp1,1,50,0,1836.0,[--SSSS-SSSS-SS-SSS-S-S--S-SSS-SSSS--SS----S--SS----SS-----SSSSSSSS-SS-SSS-SSSS-S--SSSSSS-SS-S-SS-SSS]
ILS,nrp1,2,50,0,1811.0,[SSSSSS-SS-SS---SSS-S-SS-S-SS--SS-S--SS-S--SS-SSS---S-S--SSSSSSSSSS--S-SSS-SS-SSS--S-SS-S-SS-S--S-S-S]
ILS,nrp1,3,50,0,1836.0,[--SSSS-SSSS-SS-SSS-S-S--S-SSS-SSSS--SS----S--SS----SS-----SSSSSSSS-SS-SSS-SSSS-S--SSSSSS-SS-S-SS-SSS]
ILS,nrp1,4,50,0,1792.0,[S-SSSS-SSSS-S-SSSS-S----S-SS--S-SS--SSS---SS-S-----SS-----SSSSSSSS-SS-SSS-S-SS-SS-SSSSSS-SS-S--S-SSS]
